File Name,MIoU Prediction 1,MIoU Prediction 2,Delta MIoU
lindau_000034_000019_gtFine_labelTrainIds.png,88.03,64.45,-23.58
lindau_000035_000019_gtFine_labelTrainIds.png,90.14,53.76,-36.38
lindau_000036_000019_gtFine_labelTrainIds.png,67.3,94.67,27.38
lindau_000037_000019_gtFine_labelTrainIds.png,72.88,94.6,21.72
lindau_000038_000019_gtFine_labelTrainIds.png,68.15,92.86,24.71
lindau_000039_000019_gtFine_labelTrainIds.png,56.93,93.92,36.99
lindau_000040_000019_gtFine_labelTrainIds.png,95.56,73.84,-21.71
lindau_000041_000019_gtFine_labelTrainIds.png,75.73,94.89,19.16
lindau_000042_000019_gtFine_labelTrainIds.png,67.48,81.47,13.99
lindau_000043_000019_gtFine_labelTrainIds.png,69.08,94.72,25.64
lindau_000044_000019_gtFine_labelTrainIds.png,93.65,66.03,-27.63
lindau_000045_000019_gtFine_labelTrainIds.png,91.17,64.64,-26.53
lindau_000046_000019_gtFine_labelTrainIds.png,96.08,64.02,-32.05
lindau_000047_000019_gtFine_labelTrainIds.png,92.06,63.65,-28.41
lindau_000048_000019_gtFine_labelTrainIds.png,92.31,65.47,-26.84
lindau_000049_000019_gtFine_labelTrainIds.png,80.08,65.01,-15.06
lindau_000050_000019_gtFine_labelTrainIds.png,93.52,70.02,-23.5
lindau_000051_000019_gtFine_labelTrainIds.png,83.22,62.75,-20.47
lindau_000052_000019_gtFine_labelTrainIds.png,91.17,60.56,-30.61
lindau_000053_000019_gtFine_labelTrainIds.png,97.84,92.63,-5.22
lindau_000054_000019_gtFine_labelTrainIds.png,89.54,88.27,-1.28
lindau_000055_000019_gtFine_labelTrainIds.png,93.26,88.92,-4.34
lindau_000056_000019_gtFine_labelTrainIds.png,94.05,93.82,-0.23
lindau_000057_000019_gtFine_labelTrainIds.png,84.46,83.49,-0.97
lindau_000058_000019_gtFine_labelTrainIds.png,92.31,97.81,5.5
munster_000000_000019_gtFine_labelTrainIds.png,93.45,93.25,-0.21
munster_000001_000019_gtFine_labelTrainIds.png,93.3,95.71,2.41
munster_000002_000019_gtFine_labelTrainIds.png,95.05,96.11,1.06
munster_000003_000019_gtFine_labelTrainIds.png,92.52,94.8,2.29
munster_000004_000019_gtFine_labelTrainIds.png,92.12,92.9,0.79
munster_000005_000019_gtFine_labelTrainIds.png,95.57,95.99,0.42
munster_000006_000019_gtFine_labelTrainIds.png,96.12,95.22,-0.9
munster_000007_000019_gtFine_labelTrainIds.png,94.52,94.44,-0.08
munster_000008_000019_gtFine_labelTrainIds.png,96.64,95.68,-0.95
munster_000009_000019_gtFine_labelTrainIds.png,96.0,94.95,-1.05
munster_000010_000019_gtFine_labelTrainIds.png,94.61,93.47,-1.14
munster_000011_000019_gtFine_labelTrainIds.png,95.99,93.16,-2.83
munster_000012_000019_gtFine_labelTrainIds.png,93.64,94.83,1.19
munster_000013_000019_gtFine_labelTrainIds.png,94.57,93.98,-0.59
munster_000014_000019_gtFine_labelTrainIds.png,94.25,95.33,1.09
munster_000015_000019_gtFine_labelTrainIds.png,96.73,94.47,-2.26
munster_000016_000019_gtFine_labelTrainIds.png,96.61,93.43,-3.18
munster_000017_000019_gtFine_labelTrainIds.png,96.2,92.37,-3.84
munster_000018_000019_gtFine_labelTrainIds.png,91.0,92.62,1.61
munster_000019_000019_gtFine_labelTrainIds.png,95.71,95.1,-0.61
munster_000020_000019_gtFine_labelTrainIds.png,93.99,95.71,1.71
munster_000021_000019_gtFine_labelTrainIds.png,90.91,88.36,-2.55
munster_000022_000019_gtFine_labelTrainIds.png,93.55,94.87,1.32
munster_000023_000019_gtFine_labelTrainIds.png,94.29,93.75,-0.54
